"NAME","LOCUS","LENGTH","CHECKV_QUALITY","gene_position","start_position","end_position","strandedness","rank","ko_id","kegg_hit","viral_id","viral_hit","viral_RBH","viral_identity","viral_bitScore","viral_eVal","peptidase_id","peptidase_family","peptidase_hit","peptidase_RBH","peptidase_identity","peptidase_bitScore","peptidase_eVal","pfam_hits","cazy_id","cazy_hits","vogdb_id","vogdb_hits","vogdb_categories","heme_regulatory_motif_count","virsorter_category","auxiliary_score","is_transposon","amg_flags","EC_ANNOTATION","PHROG","PHROG_ANNOTATION"
"DNA_vOTU_6640","SAGEDEP_104083",14032,"Low-quality",13,11720,12520,1,"C","K00718","galactoside 2-L-fucosyltransferase 1/2 [EC:2.4.1.69]","YP_009323122.1","YP_009323122.1 glycosyltransfersae family protein [Synechococcus phage S-CAM7]",FALSE,0.326,103,2.38e-23,"","","",NA,NA,NA,NA,"Glycosyl transferase family 11 [PF01531.19]","GT11","GT11 GDP-L-Fuc: galactoside alpha-1,2-L-fucosyltransferase (EC 2.4.1.69); GDP-L-Fuc: beta-LacNac alpha-1,3-L-fucosyltransferase (EC 2.4.1.-)","VOG03685","sp|Q58YV9|WBNK_ECOLX O-antigen biosynthesis glycosyltransferase WbnK; Xh","Xh",0,1,3,FALSE,"MF","","phrog_2644","glycosyltransferase"
"DNA_vOTU_6665","SAGEDEP_104523",10971,"Not-determined",7,2380,3441,-1,"C","K01939","adenylosuccinate synthase [EC:6.3.4.4]","YP_010049659.1","YP_010049659.1 PurA-like adenylosuccinate synthetase [Gordonia phage Archimedes]",FALSE,0.278,141,2.88e-35,"","","",NA,NA,NA,NA,"Adenylosuccinate synthetase [PF00709.24]","","","VOG01841","sp|B3QQZ0|PURA_CHLP8 Adenylosuccinate synthetase; Xh","Xh",0,1,3,FALSE,"MF","","",""
"DNA_vOTU_6641","SAGEDEP_104089",11534,"Low-quality",4,2787,3458,1,"C","K06920","7-cyano-7-deazaguanine synthase [EC:6.3.4.20]","YP_009819761.1","YP_009819761.1 Que-C like queosine biosynthesis protein [Arthrobacter phage Sonali]",FALSE,0.457,184,1.45e-51,"","","",NA,NA,NA,NA,"Queuosine biosynthesis protein QueC [PF06508.16]","","","VOG00900","sp|Q1GEY7|QUEC_RUEST 7-cyano-7-deazaguanine synthase; Xh","Xh",0,1,3,FALSE,"MKF","","",""
"DNA_vOTU_6641","SAGEDEP_104090",11534,"Low-quality",5,3455,3886,1,"C","K01737","6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"6-pyruvoyl tetrahydropterin synthase [PF01242.22]","","","","","",0,2,3,FALSE,"MKF","","phrog_2389","QueD-like 6-pyruvoyl-tetrahydropterin synthase"
"DNA_vOTU_6508","SAGEDEP_101738",12180,"Low-quality",5,3391,5112,-1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Alpha amylase, catalytic domain [PF00128.27]; Carbohydrate-binding module 48 (Isoamylase N-terminal domain) [PF02922.21]","GH13; GH13_10; GH13_11; GH13_13; GH13_14; GH13_20; GH13_36; GH13_37; GH13_41; GH13_8; GH13_9","GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); amino acid transporter; [retaining] sucrose 6(F)-phosphate phosphorylase (EC 2.4.1.329); [retaining] glucosylglycerol phosphorylase (EC 2.4.1.359); ; Glucosylglycerate phosphorylase (EC 2.4.1.352); [retaining] sucrose alpha-glucosidase (EC 3.2.1.48); oligosaccharide alpha-4-glucosyltransferase (EC 2.4.1.161)","","","",0,2,2,FALSE,"MF","","",""
"DNA_vOTU_6702","SAGEDEP_105096",15382,"Low-quality",7,2786,3733,-1,"D","","","YP_009984526.1","YP_009984526.1 hypothetical protein JR317_gp158 [Escherichia phage vB_EcoM_PHB05]",FALSE,0.275,91,1.09e-18,"","","",NA,NA,NA,NA,"Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13524.9]; Glycosyl transferases group 1 [PF13692.9]","","","VOG03504","REFSEQ hypothetical protein; Xu","Xu",0,1,3,FALSE,"MKF","","phrog_7162","glycosyltransferase"
"DNA_vOTU_6702","SAGEDEP_105098",15382,"Low-quality",9,4054,4509,-1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Methyltransferase domain [PF13578.9]; O-methyltransferase [PF01596.20]","","","","","",0,1,3,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_6702","SAGEDEP_105110",15382,"Low-quality",21,10748,11641,-1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"NAD dependent epimerase/dehydratase family [PF01370.24]; GDP-mannose 4,6 dehydratase [PF16363.8]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; NmrA-like family [PF05368.16]; NAD(P)H-binding [PF13460.9]; RmlD substrate binding domain [PF04321.20]; Polysaccharide biosynthesis protein [PF02719.18]; short chain dehydrogenase [PF00106.28]","","","VOG00276","sp|P27830|RMLB2_ECOLI dTDP-glucose 4,6-dehydratase 2; Xh","Xh",0,2,3,FALSE,"MKF","","",""
"DNA_vOTU_6709","SAGEDEP_105267",13787,"Low-quality",7,2963,3535,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Fringe-like [PF02434.19]; Galactosyltransferase [PF01762.24]","","","","","",0,2,2,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_6748","SAGEDEP_105875",22027,"Low-quality",33,17969,19090,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Galactosyltransferase [PF01762.24]; Fringe-like [PF02434.19]","","","","","",0,2,3,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_6752","SAGEDEP_105931",12224,"Low-quality",7,7078,8034,1,"C","K19267","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"NmrA-like family [PF05368.16]; NAD(P)H-binding [PF13460.9]; NAD dependent epimerase/dehydratase family [PF01370.24]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]","","","","","",0,2,1,FALSE,"MKF","","",""
"DNA_vOTU_6852","SAGEDEP_107311",11051,"Low-quality",12,8157,9989,1,"D","","","YP_007237926.1","YP_007237926.1 glycosyl transferase [Tetrasphaera phage TJE1]",FALSE,0.293,82,4.23e-15,"","","",NA,NA,NA,NA,"Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]; Cephalosporin hydroxylase [PF04989.15]; Methyltransferase domain [PF13578.9]","GT4","GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)","VOG00087","sp|Q8QL34|Y335_SIRV1 Uncharacterized glycosyltransferase 335; Xh","Xh",0,1,1,FALSE,"MKF","","phrog_2170","glycosyltransferase"
"DNA_vOTU_6995","SAGEDEP_110575",14526,"Low-quality",4,4732,5928,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Multicopper oxidase [PF07732.18]; Multicopper oxidase [PF07731.17]; Multicopper oxidase [PF00394.25]","AA1_1; AA1_2; AA1_3","","","","",0,2,2,FALSE,"MKF","","","Cell division protein FtsP"
"DNA_vOTU_6925","SAGEDEP_109150",112816,"High-quality",101,108385,109863,-1,"C","K03272","D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"pfkB family carbohydrate kinase [PF00294.27]; Cytidylyltransferase-like [PF01467.29]; FAD synthetase [PF06574.15]","","","VOG13325","sp|Q2G2X2|TARD_STAA8 Glycerol-3-phosphate cytidylyltransferase; Xh","Xh",0,1,2,FALSE,"MKF","","","Bifunctional protein HldE"
"DNA_vOTU_6913","SAGEDEP_108837",26230,"Low-quality",20,20882,22309,1,"C","K01744","aspartate ammonia-lyase [EC:4.3.1.1]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Lyase [PF00206.23]; Fumarase C C-terminus [PF10415.12]","","","","","",0,2,2,FALSE,"MKF","","",""
"DNA_vOTU_6913","SAGEDEP_108838",26230,"Low-quality",21,22302,22754,-1,"C","K00338","NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"4Fe-4S dicluster domain [PF12838.10]; 4Fe-4S dicluster domain [PF14697.9]; 4Fe-4S dicluster domain [PF13187.9]; 4Fe-4S dicluster domain [PF13247.9]; 4Fe-4S dicluster domain [PF13183.9]; 4Fe-4S double cluster binding domain [PF13484.9]; 4Fe-4S binding domain [PF00037.30]; 4Fe-4S dicluster domain [PF13534.9]; 4Fe-4S binding domain [PF12837.10]","","","VOG22444","sp|A2BNV4|NDHI_PROMS NAD(P)H-quinone oxidoreductase subunit I; Xh","Xh",0,1,2,FALSE,"MF","","",""
"DNA_vOTU_6956","SAGEDEP_109569",56234,"Low-quality",5,2985,4928,-1,"C","K00558","DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]","YP_010000221.1","YP_010000221.1 hypothetical protein JT356_gp37 [Pectobacterium phage MA11]",FALSE,0.276,145,1.86e-34,"","","",NA,NA,NA,NA,"C-5 cytosine-specific DNA methylase [PF00145.20]","","","VOG00135","sp|P34877|MTSA_LACLC Modification methylase ScrFIA; XhXp","Xh;Xp",0,1,2,FALSE,"MF","","phrog_116","DNA methyltransferase"
"DNA_vOTU_7219","SAGEDEP_115312",12463,"Low-quality",10,6870,8126,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Galactosyltransferase [PF01762.24]","","","","","",0,2,2,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_7219","SAGEDEP_115314",12463,"Low-quality",12,8345,9025,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Fringe-like [PF02434.19]; Galactosyltransferase [PF01762.24]","","","","","",0,2,2,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_7221","SAGEDEP_115329",12441,"Not-determined",2,1425,3659,-1,"D","","","","",NA,NA,NA,NA,"MER1057040","S41A","MER1057040 - subfamily S41A non-peptidase homologues (Joostella marina) [S41.UNA]#S41A#{peptidase unit: 542-712}~source I3C118~",FALSE,0.386,123,6.07e-27,"Peptidase family S41 [PF03572.21]","","","","","",0,2,2,FALSE,"MTF","","","Hypothetical protein"
"DNA_vOTU_7140","SAGEDEP_113860",58358,"Low-quality",3,2658,4124,-1,"C","K07259","serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]","","",NA,NA,NA,NA,"MER1314574","S13","MER1314574 - family S13 unassigned peptidases () [S13.UPW]#S13#{peptidase unit: 45-486}~source GBC82030~",TRUE,0.468,374,5.46e-112,"D-Ala-D-Ala carboxypeptidase 3 (S13) family [PF02113.18]","","","","","",0,2,3,FALSE,"MTF","","",""
"DNA_vOTU_7085","SAGEDEP_112798",11254,"Low-quality",6,5888,7213,-1,"C","K00282","glycine dehydrogenase subunit 1 [EC:1.4.4.2]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Glycine cleavage system P-protein [PF02347.19]","","","VOG19286","sp|A2CDR0|GCSP_PROM3 Glycine dehydrogenase (decarboxylating); Xh","Xh",0,2,3,FALSE,"MKF","","",""
"DNA_vOTU_7089","SAGEDEP_112851",16370,"Not-determined",13,11100,11555,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.23]","","","","","",0,2,3,FALSE,"MKF","","phrog_3513","endolysin"
"DNA_vOTU_7081","SAGEDEP_112601",66816,"Medium-quality",95,62053,62805,-1,"C","K00737","beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]","YP_009174616.1","YP_009174616.1 putative glycosyltransferase [Yellowstone lake phycodnavirus 2]",FALSE,0.305,115,2.03e-27,"","","",NA,NA,NA,NA,"Glycosyltransferase family 17 [PF04724.16]","GT17","GT17 beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase (EC 2.4.1.144).","","","",0,2,2,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_7185","SAGEDEP_114561",28726,"Low-quality",7,4894,6813,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Multicopper oxidase [PF07732.18]; Multicopper oxidase [PF07731.17]","","","","","",0,2,1,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_7187","SAGEDEP_114642",28207,"Low-quality",24,21974,24178,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Glycosyl hydrolases family 43 [PF04616.17]; Glycosyl hydrolases family 32 N-terminal domain [PF00251.23]","GH117; GH43_34","GH117 beta-D-galactofuranosidase (EC 3.2.1.146); alpha-neoagaro-oligosaccharide hydrolase (EC 3.2.1.159)","","","",0,1,2,FALSE,"MKF","","phrog_5313","Hypothetical protein"
"DNA_vOTU_7381","SAGEDEP_118099",27021,"Low-quality",7,3736,4422,1,"D","","","YP_007348468.1","YP_007348468.1 putative dTDP-4-dehydrorhamnose reductase [Escherichia phage phAPEC8]",FALSE,0.253,60,2.3e-09,"","","",NA,NA,NA,NA,"RmlD substrate binding domain [PF04321.20]; NAD dependent epimerase/dehydratase family [PF01370.24]; GDP-mannose 4,6 dehydratase [PF16363.8]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; Polysaccharide biosynthesis protein [PF02719.18]","","","","","",0,2,3,FALSE,"MKF","","",""
"DNA_vOTU_7335","SAGEDEP_117359",22417,"Low-quality",21,17208,17516,-1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"FabA-like domain [PF07977.16]","","","","","",0,1,2,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_7335","SAGEDEP_117360",22417,"Low-quality",22,17513,18823,-1,"C","K22905","omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase [EC:2.8.2.40]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Sulfotransferase family [PF13469.9]","","","","","",0,2,2,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_7335","SAGEDEP_117362",22417,"Low-quality",24,19458,20156,1,"C","K01057","6-phosphogluconolactonase [EC:3.1.1.31]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase [PF01182.23]","","","","","",0,2,2,FALSE,"MKF","","",""
"DNA_vOTU_7290","SAGEDEP_116399",18286,"Low-quality",32,15941,17800,-1,"D","","","YP_009834212.1","YP_009834212.1 cobalamin dependent ribonucleotide reductase [Lentibacter virus vB_LenP_ICBM2]",FALSE,0.266,228,1.9e-61,"","","",NA,NA,NA,NA,"Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase alpha domain [PF17975.4]","","","","","",0,1,3,FALSE,"MKEF","","",""
"DNA_vOTU_7458","SAGEDEP_119256",12188,"Low-quality",4,1320,1697,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Mannose-6-phosphate isomerase [PF01050.21]; D-lyxose isomerase [PF07385.15]; Cupin [PF00190.25]","","","VOG14713","REFSEQ putative nucleotidyltransferase; Xu","Xu",0,1,2,FALSE,"MKF","","phrog_7851","cysteine dioxygenase"
"DNA_vOTU_7616","SAGEDEP_121743",23429,"Low-quality",31,18135,19214,1,"D","","","YP_009173259.1","YP_009173259.1 UDP-N-acetylglucosamine 2-epimerase [Chrysochromulina ericina virus]",FALSE,0.342,212,4.84e-59,"","","",NA,NA,NA,NA,"UDP-N-acetylglucosamine 2-epimerase [PF02350.22]","","","VOG06014","sp|Q6LZC4|WECB_METMP UDP-N-acetylglucosamine 2-epimerase; Xh","Xh",0,2,3,FALSE,"MKF","","",""
"DNA_vOTU_7643","SAGEDEP_122032",13786,"Low-quality",29,11918,12709,1,"D","","","YP_009809307.1","YP_009809307.1 hypothetical protein HOU00_gp448 [Caulobacter phage CcrPW]",FALSE,0.296,128,8.13e-32,"","","",NA,NA,NA,NA,"Glycosyltransferase family 9 (heptosyltransferase) [PF01075.20]","GT9","GT9 lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); heptosyltransferase (EC 2.4.-.-).","VOG11561","REFSEQ hypothetical protein; Xu","Xu",0,2,2,FALSE,"MF","","","Hypothetical protein"
"DNA_vOTU_7802","SAGEDEP_123724",13070,"Not-determined",9,7990,8454,1,"C","K01808","ribose 5-phosphate isomerase B [EC:5.3.1.6]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Ribose/Galactose Isomerase [PF02502.21]","","","","","",0,2,3,FALSE,"MKF","","",""
"DNA_vOTU_7802","SAGEDEP_123726",13070,"Not-determined",11,9518,10585,1,"D","","","YP_009328950.1","YP_009328950.1 D-3-phosphoglycerate dehydrogenase, type2 [Cedratvirus A11]",FALSE,0.298,127,1.72e-30,"","","",NA,NA,NA,NA,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain [PF02826.22]; D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain [PF00389.33]","","","","","",0,2,3,FALSE,"MKF","","phrog_26092","Hypothetical protein"
"DNA_vOTU_7859","SAGEDEP_124562",277499,"High-quality",6,4192,4932,-1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Transglycosylase [PF00912.25]","GT51","GT51 murein polymerase (EC 2.4.1.129).","","","",0,2,3,FALSE,"MTF","","",""
"DNA_vOTU_7855","SAGEDEP_124502",11010,"Low-quality",12,9582,10220,1,"D","","","YP_009174712.1","YP_009174712.1 hypothetical protein AR679_gp026 [Yellowstone lake phycodnavirus 1]",FALSE,0.27,88,6.53e-19,"","","",NA,NA,NA,NA,"galactosyl transferase GMA12/MNN10 family [PF05637.15]","GT34","GT34 UDP-Gal: galactomannan alpha-1,6-galactosyltransferase (EC 2.4.1.-); UDP-Xyl: xyloglucan alpha-1,6-xylosyltransferase (EC 2.4.2.39); alpha-1,2-galactosyltransferase (EC 2.4.1.-)","","","",0,2,3,FALSE,"MF","","","Hypothetical protein"
"DNA_vOTU_7945","SAGEDEP_126014",10221,"Low-quality",6,4451,5080,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"2OG-Fe(II) oxygenase superfamily [PF13640.9]; 2OG-Fe(II) oxygenase superfamily [PF13661.9]","","","","","",0,1,2,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_7945","SAGEDEP_126016",10221,"Low-quality",8,5682,6227,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Cephalosporin hydroxylase [PF04989.15]; Methyltransferase domain [PF13578.9]; O-methyltransferase [PF01596.20]","","","","","",0,2,2,FALSE,"MKF","","",""
"DNA_vOTU_7912","SAGEDEP_125347",11304,"Low-quality",4,1238,2410,-1,"D","","","YP_005098313.1","YP_005098313.1 glycosyl transferase group I [Synechococcus phage S-CBS4]",FALSE,0.295,166,5.96e-43,"","","",NA,NA,NA,NA,"Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]","","","VOG00087","sp|Q8QL34|Y335_SIRV1 Uncharacterized glycosyltransferase 335; Xh","Xh",0,1,1,FALSE,"MKF","","phrog_2170","glycosyltransferase"
"DNA_vOTU_8168","SAGEDEP_128857",101338,"Medium-quality",3,1420,2673,1,"C","K11717","cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Aminotransferase class-V [PF00266.22]","","","","","",0,2,3,FALSE,"MKF","","",""
"DNA_vOTU_8319","SAGEDEP_130772",56803,"Low-quality",2,3139,3585,-1,"C","K02939","large subunit ribosomal protein L9","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Ribosomal protein L9, C-terminal domain [PF03948.17]; Ribosomal protein L9, N-terminal domain [PF01281.22]","","","","","",0,2,3,FALSE,"MF","","","50S ribosomal protein L9"
"DNA_vOTU_8319","SAGEDEP_130773",56803,"Low-quality",3,3595,3828,-1,"C","K02963","small subunit ribosomal protein S18","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Ribosomal protein S18 [PF01084.23]","","","","","",0,2,3,FALSE,"MF","","","30S ribosomal protein S18 1"
"DNA_vOTU_8319","SAGEDEP_130775",56803,"Low-quality",5,4431,4724,-1,"C","K02990","small subunit ribosomal protein S6","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Ribosomal protein S6 [PF01250.20]","","","","","",0,2,3,FALSE,"MF","","","30S ribosomal protein S6"
"DNA_vOTU_8269","SAGEDEP_130188",25611,"Low-quality",20,22269,22847,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Cytochrome b(C-terminal)/b6/petD [PF00032.20]","","","","","",0,2,3,FALSE,"MKF","","","Cytochrome b/c1"
"DNA_vOTU_8270","SAGEDEP_130308",127916,"High-quality",118,124641,125399,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Enoyl-(Acyl carrier protein) reductase [PF13561.9]; short chain dehydrogenase [PF00106.28]; KR domain [PF08659.13]","","","VOG11079","sp|P37079|SORD_KLEPN Sorbitol-6-phosphate 2-dehydrogenase; Xh","Xh",0,2,3,FALSE,"MKF","","",""
"DNA_vOTU_8449","SAGEDEP_132286",11357,"Low-quality",6,6187,7932,-1,"C","K00558","DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]","YP_010000221.1","YP_010000221.1 hypothetical protein JT356_gp37 [Pectobacterium phage MA11]",FALSE,0.187,102,4.22e-21,"","","",NA,NA,NA,NA,"C-5 cytosine-specific DNA methylase [PF00145.20]","","","VOG00135","sp|P34877|MTSA_LACLC Modification methylase ScrFIA; XhXp","Xp;Xh",0,1,3,FALSE,"MTF","","phrog_116","DNA methyltransferase"
"DNA_vOTU_8470","SAGEDEP_132481",12163,"Not-determined",3,1075,4674,1,"D","","","YP_009609066.1","YP_009609066.1 virion structural protein [Pseudomonas phage Noxifer]",FALSE,0.264,62,1.51e-08,"","","",NA,NA,NA,NA,"","CBM66","CBM66 The CBM66 module, derived from the Bacillus subtilis exo-acting beta-fructosidase SacC, targets the terminal fructoside residue of fructans.","","","",0,2,3,FALSE,"MF","","","Hypothetical protein"
"DNA_vOTU_8570","SAGEDEP_133553",10074,"Not-determined",6,1108,2010,-1,"D","","","YP_010082946.1","YP_010082946.1 prohibitin family protein [Fusobacterium phage Fnu1]",FALSE,0.297,115,5.85e-27,"MER0795658","I87","MER0795658 - family I87 unassigned peptidase inhibitors (Roseiflexus castenholzii) [I87.UPW]#I87#{inhibitor unit: 30-254}~source A7NNB1~",FALSE,0.405,157,1.03e-40,"SPFH domain / Band 7 family [PF01145.28]","","","VOG00585","REFSEQ hypothetical protein; Xu","Xu",0,1,3,FALSE,"MKPF","","phrog_200","lipoprotein"
"DNA_vOTU_8715","SAGEDEP_135953",42982,"Medium-quality",49,37294,38508,1,"C","K21000","polysaccharide biosynthesis protein PslG","YP_009098830.1","YP_009098830.1 beta-1,4 xylanase [Caulobacter phage Cr30]",FALSE,0.2,69,1.82e-11,"","","",NA,NA,NA,NA,"Cellulase (glycosyl hydrolase family 5) [PF00150.21]","GH39","GH39 alpha-L-iduronidase (EC 3.2.1.76); beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); beta-glucosidase (EC 3.2.1.21); beta-galactosidase (EC 3.2.1.23)","","","",0,2,1,FALSE,"MKEF","","","Hypothetical protein"
"DNA_vOTU_8715","SAGEDEP_135955",42982,"Medium-quality",51,39577,40491,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Glycosyl hydrolases family 16 [PF00722.24]","GH16","GH16 xyloglucan:xyloglucosyltransferase (EC 2.4.1.207); keratan-sulfate endo-1,4-beta-galactosidase (EC 3.2.1.103); endo-1,3-beta-glucanase / laminarinase (EC 3.2.1.39); endo-1,3(4)-beta-glucanase (EC 3.2.1.6); licheninase (EC 3.2.1.73); beta-agarase (EC 3.2.1.81); kappa;-carrageenase (EC 3.2.1.83); xyloglucanase (EC 3.2.1.151); endo-beta-1,3-galactanase (EC 3.2.1.181); [retaining] beta-porphyranase (EC 3.2.1.178); hyaluronidase (EC 3.2.1.35); endo-beta-1,4-galactosidase (EC 3.2.1.-); chitin beta-1,6-glucanosyltransferase (EC 2.4.1.-); beta-transglycosidase (EC 2.4.1.-); beta-glycosidase (EC 3.2.1.-); beta-carrageenase (EC 3.2.1.-)","","","",0,2,1,FALSE,"MKEF","","","Hypothetical protein"
